region,language,site_name,main_url,news_url,rss_url,sitemap_url,category,priority,notes
Asia-Pacific,ja,BestCarWeb (Google feed),https://bestcarweb.jp,https://bestcarweb.jp,https://news.google.com/rss/search?q=site:bestcarweb.jp,,АвтоСМИ,1,from OPML (Asia-Pacific)
Asia-Pacific,en,Overdrive.in (IN),https://overdrive.in,https://overdrive.in,https://overdrive.in/rss,,АвтоСМИ,1,from OPML (Asia-Pacific)
Asia-Pacific,ja,Response.jp,https://response.jp,https://response.jp,https://response.jp/rss.xml,,АвтоСМИ,1,from OPML (Asia-Pacific)
Asia-Pacific,en,asia.nikkei.com,https://asia.nikkei.com/Business/Automobiles,https://asia.nikkei.com/Business/Automobiles,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,auto.economictimes.indiatimes.com,https://auto.economictimes.indiatimes.com,https://auto.economictimes.indiatimes.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,auto.qq.com,https://auto.qq.com,https://auto.qq.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,zh,auto.sina.com.cn,https://auto.sina.com.cn,https://auto.sina.com.cn,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,auto.sohu.com,https://auto.sohu.com,https://auto.sohu.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,autoindustriya.com,https://www.autoindustriya.com,https://www.autoindustriya.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,ko,autotimes.co.kr,https://www.autotimes.co.kr,https://www.autotimes.co.kr,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,bangkokpost.com,https://www.bangkokpost.com/auto,https://www.bangkokpost.com/auto,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,ja,car.watch.impress.co.jp,https://car.watch.impress.co.jp,https://car.watch.impress.co.jp,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,cardekho.com,https://www.cardekho.com,https://www.cardekho.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,carwale.com,https://www.carwale.com,https://www.carwale.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,zh,chinadaily.com.cn,https://www.chinadaily.com.cn,https://www.chinadaily.com.cn,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,dongchedi.com,https://www.dongchedi.com,https://www.dongchedi.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,koreaherald.com,https://www.koreaherald.com,https://www.koreaherald.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,koreajoongangdaily.joins.com,https://koreajoongangdaily.joins.com,https://koreajoongangdaily.joins.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,ko,koreatimes.co.kr,https://www.koreatimes.co.kr/www2/index.asp?sectionCode=207,https://www.koreatimes.co.kr/www2/index.asp?sectionCode=207,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,motorgraph.com,https://www.motorgraph.com,https://www.motorgraph.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,motortrader.com.my,https://www.motortrader.com.my,https://www.motortrader.com.my,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,nationthailand.com,https://www.nationthailand.com,https://www.nationthailand.com,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,ja,nikkan.co.jp,https://www.nikkan.co.jp,https://www.nikkan.co.jp,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,overdrive.in,https://www.overdrive.in,https://www.overdrive.in,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Asia-Pacific,en,xinhuanet.com,https://www.xinhuanet.com/auto,https://www.xinhuanet.com/auto,,,АвтоСМИ,2,from PREVIEW (Азиатские)
Europe,de,Auto Motor und Sport (DE),https://www.auto-motor-und-sport.de,https://www.auto-motor-und-sport.de,https://www.auto-motor-und-sport.de/rss,,АвтоСМИ,1,from OPML (Europe)
Europe,de,AutoBild (DE),https://www.autobild.de,https://www.autobild.de,https://www.autobild.de/rssfeed/rssfeed_1.xml,,АвтоСМИ,1,from OPML (Europe)
Europe,it,Quattroruote (Google feed),https://www.quattroruote.it,https://www.quattroruote.it,https://news.google.com/rss/search?q=site:quattroruote.it,,АвтоСМИ,1,from OPML (Europe)
Europe,it,alvolante.it,https://www.alvolante.it,https://www.alvolante.it,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,auto-moto.com,https://www.auto-moto.com,https://www.auto-moto.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,pl,auto-swiat.pl,https://www.auto-swiat.pl,https://www.auto-swiat.pl,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,cs,auto.cz,https://www.auto.cz,https://www.auto.cz,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,it,auto.it,https://www.auto.it,https://www.auto.it,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,ro,autobild.ro,https://www.autobild.ro,https://www.autobild.ro,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,autofutura.com,https://www.autofutura.com,https://www.autofutura.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,autohaus.de,https://www.autohaus.de,https://www.autohaus.de,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fr,automobile-magazine.fr,https://www.automobile-magazine.fr,https://www.automobile-magazine.fr,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,automobilwoche.de,https://www.automobilwoche.de,https://www.automobilwoche.de,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,bg,automotor.bg,https://www.automotor.bg,https://www.automotor.bg,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fr,autoplus.fr,https://www.autoplus.fr,https://www.autoplus.fr,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,cs,autorevue.cz,https://www.autorevue.cz,https://www.autorevue.cz,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,autoscout24.de,https://www.autoscout24.de/informieren/magazin,https://www.autoscout24.de/informieren/magazin,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,cs,autostart.cz,https://www.autostart.cz,https://www.autostart.cz,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,autotrader.co.uk,https://www.autotrader.co.uk,https://www.autotrader.co.uk,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,autozeitung.de,https://www.autozeitung.de,https://www.autozeitung.de,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,da,bilmagasinet.dk,https://www.bilmagasinet.dk,https://www.bilmagasinet.dk,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,bilnorge.no,https://bilnorge.no,https://bilnorge.no,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,carmagazine.co.uk,https://www.carmagazine.co.uk,https://www.carmagazine.co.uk,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fr,challenges.fr,https://www.challenges.fr/automobile,https://www.challenges.fr/automobile,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,de.motor1.com,https://de.motor1.com,https://de.motor1.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,elektroauto-news.net,https://www.elektroauto-news.net,https://www.elektroauto-news.net,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,evo.co.uk,https://www.evo.co.uk,https://www.evo.co.uk,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,fleetnews.co.uk,https://www.fleetnews.co.uk,https://www.fleetnews.co.uk,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,fr.motor1.com,https://fr.motor1.com,https://fr.motor1.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,france24.com,https://www.france24.com/fr/tag/automobile,https://www.france24.com/fr/tag/automobile,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,heise.de,https://www.heise.de/autos,https://www.heise.de/autos,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,kfz-betrieb.vogel.de,https://www.kfz-betrieb.vogel.de,https://www.kfz-betrieb.vogel.de,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fr,largus.fr,https://www.largus.fr,https://www.largus.fr,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,leblogauto.com,https://www.leblogauto.com,https://www.leblogauto.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,pl,moto.pl,https://moto.pl,https://moto.pl,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,it,motori.corriere.it,https://motori.corriere.it,https://motori.corriere.it,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,motoringresearch.com,https://www.motoringresearch.com,https://www.motoringresearch.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,motorionline.com,https://www.motorionline.com,https://www.motorionline.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,de,nextmove.de,https://nextmove.de/blog,https://nextmove.de/blog,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,it,omniauto.it,https://www.omniauto.it,https://www.omniauto.it,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,sv,teknikensvarld.se,https://teknikensvarld.se,https://teknikensvarld.se,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,telegraph.co.uk,https://www.telegraph.co.uk/cars,https://www.telegraph.co.uk/cars,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,theguardian.com,https://www.theguardian.com/uk/cars,https://www.theguardian.com/uk/cars,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fr,turbo.fr,https://www.turbo.fr,https://www.turbo.fr,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,fi,tuulilasi.fi,https://www.tuulilasi.fi,https://www.tuulilasi.fi,,,АвтоСМИ,2,from PREVIEW (Европа)
Europe,en,whatcar.com,https://www.whatcar.com,https://www.whatcar.com,,,АвтоСМИ,2,from PREVIEW (Европа)
Global,en,Auto Express (Google feed),https://www.autoexpress.co.uk,https://www.autoexpress.co.uk,https://news.google.com/rss/search?q=site:autoexpress.co.uk,,АвтоСМИ,1,from OPML (Europe)
Global,ru,Auto.Onliner.by,https://auto.onliner.by,https://auto.onliner.by,https://auto.onliner.by/feed,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,ru,Auto.ru (Google feed),https://auto.ru,https://auto.ru,https://news.google.com/rss/search?q=site:auto.ru,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,en,Auto123,https://www.auto123.com,https://www.auto123.com,https://www.auto123.com/en/rss,,АвтоСМИ,1,from OPML (USA & Canada)
Global,en,Autoblog,https://www.autoblog.com,https://www.autoblog.com,https://www.autoblog.com/rss.xml,,АвтоСМИ,1,from OPML (USA & Canada)
Global,en,Autocar (UK),https://www.autocar.co.uk,https://www.autocar.co.uk,https://www.autocar.co.uk/rss,,АвтоСМИ,1,from OPML (Europe)
Global,ru,Autonews.ru (Google feed),https://www.autonews.ru,https://www.autonews.ru,https://news.google.com/rss/search?q=site:autonews.ru,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,ru,Autostat.ru,https://www.autstat.ru,https://www.autstat.ru,https://www.autostat.ru/rss,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,ru,Av.by,https://av.by,https://av.by,https://av.by/rss,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,en,Bloomberg Automotive,https://www.bloomberg.com,https://www.bloomberg.com,https://www.bloomberg.com/feeds/automotive,,АвтоСМИ,1,from OPML (Global Wires & Aggregators)
Global,en,CNEVPost,https://cnevpost.com,https://cnevpost.com,https://cnevpost.com/feed,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,Car and Driver (Google feed),https://www.caranddriver.com,https://www.caranddriver.com,https://news.google.com/rss/search?q=site:caranddriver.com,,АвтоСМИ,1,from OPML (USA & Canada)
Global,en,CarExpert (AU),https://www.carexpert.com.au,https://www.carexpert.com.au,https://www.carexpert.com.au/feed,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,CarNewsChina,https://carnewschina.com,https://carnewschina.com,https://carnewschina.com/feed,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,Caradisiac (Google feed),https://www.caradisiac.com,https://www.caradisiac.com,https://news.google.com/rss/search?q=site:caradisiac.com,,АвтоСМИ,1,from OPML (Europe)
Global,en,Carscoops (Google feed),https://www.carscoops.com,https://www.carscoops.com,https://news.google.com/rss/search?q=site:carscoops.com,,АвтоСМИ,1,from OPML (Global Wires & Aggregators)
Global,en,Drive.com.au (AU),https://www.drive.com.au,https://www.drive.com.au,https://www.drive.com.au/rss,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,Driving.ca,https://driving.ca,https://driving.ca,https://driving.ca/feed,,АвтоСМИ,1,from OPML (USA & Canada)
Global,ru,Drom.ru / News,https://news.drom.ru,https://news.drom.ru,https://news.drom.ru/rss,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,en,Gasgoo Auto News,https://autonews.gasgoo.com,https://autonews.gasgoo.com,https://autonews.gasgoo.com/rss,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,GoAuto (AU),https://www.goauto.com.au,https://www.goauto.com.au,https://www.goauto.com.au/rss,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,Green Car Reports,https://www.greencarreports.com,https://www.greencarreports.com,https://www.greencarreports.com/rss,,АвтоСМИ,1,from OPML (EV & Tech)
Global,en,InsideChinaAuto (Google feed),https://insidechinaauto.com,https://insidechinaauto.com,https://news.google.com/rss/search?q=site:insidechinaauto.com,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,InsideEVs,https://insideevs.com,https://insideevs.com,https://insideevs.com/rss,,АвтоСМИ,1,from OPML (EV & Tech)
Global,ru,Kolesa.ru (Google feed),https://www.kolesa.ru,https://www.kolesa.ru,https://news.google.com/rss/search?q=site:kolesa.ru,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,ru,Motor.ru,https://motor.ru,https://motor.ru,https://motor.ru/rss.xml,,АвтоСМИ,1,from OPML (Russia & CIS)
Global,en,Motor1 (Global),https://www.motor1.com,https://www.motor1.com,https://www.motor1.com/rss,,АвтоСМИ,1,from OPML (Global Wires & Aggregators)
Global,en,MotorTrend (Google feed),https://www.motortrend.com,https://www.motortrend.com,https://news.google.com/rss/search?q=site:motortrend.com,,АвтоСМИ,1,from OPML (USA & Canada)
Global,en,Paultan.org (MY),https://paultan.org,https://paultan.org,https://paultan.org/feed,,АвтоСМИ,1,from OPML (Asia-Pacific)
Global,en,Reuters Autos,https://www.reuters.com/business/autos-transportation,https://www.reuters.com/business/autos-transportation,https://www.reuters.com/business/autos-transportation/rss,,АвтоСМИ,1,from OPML (Global Wires & Aggregators)
Global,en,TopGear,https://www.topgear.com,https://www.topgear.com,https://www.topgear.com/latest/rss,,АвтоСМИ,1,from OPML (Europe)
Global,en,ZigWheels (Google feed),https://www.zigwheels.com,https://www.zigwheels.com,https://news.google.com/rss/search?q=site:zigwheels.com,,АвтоСМИ,1,from OPML (Asia-Pacific)
Latin America / Iberia,es,Electrek.co,https://electrek.co,https://electrek.co,https://electrek.co/feed,,АвтоСМИ,1,from OPML (EV & Tech)
Latin America / Iberia,es,Motor.es (ES),https://www.motor.es,https://www.motor.es,https://www.motor.es/feed,,АвтоСМИ,1,from OPML (Europe)
Latin America / Iberia,es,acelerando.com.ec,https://acelerando.com.ec,https://acelerando.com.ec,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,alvolante.info,https://www.alvolante.info,https://www.alvolante.info,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,ar.motor1.com,https://ar.motor1.com,https://ar.motor1.com,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,as.com,https://as.com,https://as.com,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,pt,auto.sapo.pt,https://auto.sapo.pt,https://auto.sapo.pt,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autobild.es,https://www.autobild.es,https://www.autobild.es,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autoblog.com.ar,https://autoblog.com.ar,https://autoblog.com.ar,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autoblog.com.co,https://www.autoblog.com.co,https://www.autoblog.com.co,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autoblog.com.uy,https://www.autoblog.com.uy,https://www.autoblog.com.uy,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,autocasion.com,https://www.autocasion.com,https://www.autocasion.com,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autocosmos.cl,https://www.autocosmos.cl,https://www.autocosmos.cl,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autocosmos.com.ar,https://www.autocosmos.com.ar,https://www.autocosmos.com.ar,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autocosmos.com.ec,https://www.autocosmos.com.ec,https://www.autocosmos.com.ec,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autocosmos.com.mx,https://www.autocosmos.com.mx,https://www.autocosmos.com.mx,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autocosmos.com.pe,https://www.autocosmos.com.pe,https://www.autocosmos.com.pe,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autodata.com.uy,https://www.autodata.com.uy,https://www.autodata.com.uy,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,autoesporte.globo.com,https://autoesporte.globo.com,https://autoesporte.globo.com,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autofacil.es,https://www.autofacil.es,https://www.autofacil.es,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,en,autohoje.com,https://autohoje.com,https://autohoje.com,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
Latin America / Iberia,es,autologia.com.mx,https://www.autologia.com.mx,https://www.autologia.com.mx,,,АвтоСМИ,2,from PREVIEW (Испаноязычные)
